From_Label,50,100,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800
0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.16019999999999998,0.26958,0.25939999999999996,0.16563,0.0756,0.024080000000000004,0.004800000000000001,0.0004800000000000002,0.0,0.0,0.0,0.0,0.0
